sample,_study,detailed_category,_sample_type,primary disease or tissue,CLDN4
GTEX-117XS-1926-SM-5GICO,GTEX,Breast - Mammary Tissue,Normal Tissue,Breast - Mammary Tissue,-0.3383
GTEX-12WSF-0011-R6b-SM-5HL8W,GTEX,Brain - Nucleus Accumbens (Basal Ganglia),Normal Tissue,Brain - Nucleus Accumbens (Basal Ganglia),-1.595
TCGA-BH-A2L8-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,6.563
TCGA-HU-A4GC-01,TCGA,Stomach Adenocarcinoma,Primary Tumor,Stomach Adenocarcinoma,8.055
TCGA-EB-A5SE-01,TCGA,Skin Cutaneous Melanoma,Primary Tumor,Skin Cutaneous Melanoma,1.714
TCGA-BH-A0B6-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,8.525
TCGA-AA-3492-01,TCGA,Colon Adenocarcinoma,Primary Tumor,Colon Adenocarcinoma,8.718
TCGA-G4-6293-01,TCGA,Colon Adenocarcinoma,Primary Tumor,Colon Adenocarcinoma,9.537
GTEX-XAJ8-1326-SM-47JYT,GTEX,Testis,Normal Tissue,Testis,-1.248
TCGA-DD-A11B-11,TCGA,Liver Hepatocellular Carcinoma,Solid Tissue Normal,Liver Hepatocellular Carcinoma,1.941
GTEX-13QBU-2526-SM-5LU4X,GTEX,Adipose - Subcutaneous,Normal Tissue,Adipose - Subcutaneous,-0.7588
GTEX-Y8LW-0002-SM-4V6G2,GTEX,Cells - Ebv-Transformed Lymphocytes,Cell Line,Cells - Ebv-Transformed Lymphocytes,-2.932
TCGA-CG-5726-01,TCGA,Stomach Adenocarcinoma,Primary Tumor,Stomach Adenocarcinoma,9.561
GTEX-ZT9X-1426-SM-5DUX1,GTEX,Testis,Normal Tissue,Testis,-0.9686
GTEX-VJWN-0726-SM-3GIJ8,GTEX,Breast - Mammary Tissue,Normal Tissue,Breast - Mammary Tissue,7.488
TCGA-DX-AB32-01,TCGA,Sarcoma,Primary Tumor,Sarcoma,-0.0725
TCGA-CN-6998-01,TCGA,Head & Neck Squamous Cell Carcinoma,Primary Tumor,Head & Neck Squamous Cell Carcinoma,5.604
GTEX-ZYWO-2726-SM-5NQ6N,GTEX,Nerve - Tibial,Normal Tissue,Nerve - Tibial,-1.248
TCGA-BB-7866-01,TCGA,Head & Neck Squamous Cell Carcinoma,Primary Tumor,Head & Neck Squamous Cell Carcinoma,8.018
TCGA-31-1959-01,TCGA,Ovarian Serous Cystadenocarcinoma,Primary Tumor,Ovarian Serous Cystadenocarcinoma,8.237
TCGA-HD-7832-01,TCGA,Head & Neck Squamous Cell Carcinoma,Primary Tumor,Head & Neck Squamous Cell Carcinoma,4.77
GTEX-11DXX-2026-SM-5EGJL,GTEX,Adipose - Visceral (Omentum),Normal Tissue,Adipose - Visceral (Omentum),0.6425
TCGA-Y8-A895-01,TCGA,Kidney Papillary Cell Carcinoma,Primary Tumor,Kidney Papillary Cell Carcinoma,8.779
TCGA-QR-A6H1-01,TCGA,Pheochromocytoma & Paraganglioma,Primary Tumor,Pheochromocytoma & Paraganglioma,-4.293
TCGA-AC-A2FB-11,TCGA,Breast Invasive Carcinoma,Solid Tissue Normal,Breast Invasive Carcinoma,6.256
GTEX-13FXS-0011-R2b-SM-5K7XX,GTEX,Brain - Substantia Nigra,Normal Tissue,Brain - Substantia Nigra,-2.635
TCGA-BH-A0BS-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,7.409
GTEX-13NZA-2526-SM-5IJFX,GTEX,Testis,Normal Tissue,Testis,-0.1187
GTEX-RWS6-1026-SM-47JXD,GTEX,Ovary,Normal Tissue,Ovary,-0.7588
TARGET-21-PARZIA-09,TARGET,"Acute Myeloid Leukemia, Induction Failure Subproject",Primary Blood Derived Cancer - Bone Marrow,"Acute Myeloid Leukemia, Induction Failure Subproject",-9.966
TCGA-EW-A1P7-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,6.739
GTEX-SJXC-1126-SM-4DM6Y,GTEX,Artery - Aorta,Normal Tissue,Artery - Aorta,-1.595
TCGA-DJ-A4UL-01,TCGA,Thyroid Carcinoma,Primary Tumor,Thyroid Carcinoma,9.168
TCGA-D6-6825-01,TCGA,Head & Neck Squamous Cell Carcinoma,Primary Tumor,Head & Neck Squamous Cell Carcinoma,6.065
TCGA-AA-3531-11,TCGA,Colon Adenocarcinoma,Solid Tissue Normal,Colon Adenocarcinoma,10.07
GTEX-1192W-0826-SM-5EGHE,GTEX,Esophagus - Gastroesophageal Junction,Normal Tissue,Esophagus - Gastroesophageal Junction,3.625
TCGA-AB-2956-03,TCGA,Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,Acute Myeloid Leukemia,-1.248
GTEX-13X6J-0126-SM-5QGOU,GTEX,Skin - Sun Exposed (Lower Leg),Normal Tissue,Skin - Sun Exposed (Lower Leg),7.071
TCGA-G9-A9S7-01,TCGA,Prostate Adenocarcinoma,Primary Tumor,Prostate Adenocarcinoma,7.446
TCGA-CD-A48C-01,TCGA,Stomach Adenocarcinoma,Primary Tumor,Stomach Adenocarcinoma,9.443
TCGA-DV-A4VX-01,TCGA,Kidney Clear Cell Carcinoma,Primary Tumor,Kidney Clear Cell Carcinoma,6.591
TCGA-FF-8046-01,TCGA,Diffuse Large B-Cell Lymphoma,Primary Tumor,Diffuse Large B-Cell Lymphoma,0.03
GTEX-XMD1-0008-SM-4AT41,GTEX,Cells - Transformed Fibroblasts,Cell Line,Cells - Transformed Fibroblasts,-0.8084
TCGA-TS-A7P1-01,TCGA,Mesothelioma,Primary Tumor,Mesothelioma,-0.6193
TCGA-75-6205-01,TCGA,Lung Adenocarcinoma,Primary Tumor,Lung Adenocarcinoma,7.266
TCGA-VD-A8KL-01,TCGA,Uveal Melanoma,Primary Tumor,Uveal Melanoma,-5.574
TCGA-HT-A61B-01,TCGA,Brain Lower Grade Glioma,Primary Tumor,Brain Lower Grade Glioma,-1.938
TCGA-K1-A42X-01,TCGA,Sarcoma,Primary Tumor,Sarcoma,-1.884
GTEX-SUCS-0226-SM-5CHQG,GTEX,Thyroid,Normal Tissue,Thyroid,-9.966
GTEX-ZLWG-2226-SM-5DUWO,GTEX,Adipose - Subcutaneous,Normal Tissue,Adipose - Subcutaneous,2.121
TCGA-XN-A8T5-01,TCGA,Pancreatic Adenocarcinoma,Primary Tumor,Pancreatic Adenocarcinoma,8.028
TCGA-ZG-A9M4-01,TCGA,Prostate Adenocarcinoma,Primary Tumor,Prostate Adenocarcinoma,7.749
GTEX-ZVT2-1526-SM-51MQZ,GTEX,Esophagus - Gastroesophageal Junction,Normal Tissue,Esophagus - Gastroesophageal Junction,-0.1345
GTEX-ZV6S-1526-SM-5NQ7O,GTEX,Uterus,Normal Tissue,Uterus,1.085
K-562-SM-2TF4E,GTEX,Cells - Leukemia Cell Line (Cml),Cell Line,Cells - Leukemia Cell Line (Cml),-3.171
GTEX-1212Z-2426-SM-5EQ5D,GTEX,Adipose - Subcutaneous,Normal Tissue,Adipose - Subcutaneous,0.4016
TCGA-CJ-5679-01,TCGA,Kidney Clear Cell Carcinoma,Primary Tumor,Kidney Clear Cell Carcinoma,5.973
GTEX-ZVZP-1126-SM-5GICU,GTEX,Adipose - Visceral (Omentum),Normal Tissue,Adipose - Visceral (Omentum),-1.47
TCGA-QR-A7IN-01,TCGA,Pheochromocytoma & Paraganglioma,Primary Tumor,Pheochromocytoma & Paraganglioma,-2.053
TCGA-TM-A7CA-01,TCGA,Brain Lower Grade Glioma,Primary Tumor,Brain Lower Grade Glioma,-0.5973
GTEX-P4PQ-1726-SM-3NB15,GTEX,Nerve - Tibial,Normal Tissue,Nerve - Tibial,-1.214
TCGA-NC-A5HL-01,TCGA,Lung Squamous Cell Carcinoma,Primary Tumor,Lung Squamous Cell Carcinoma,6.543
TCGA-XF-AAMG-01,TCGA,Bladder Urothelial Carcinoma,Primary Tumor,Bladder Urothelial Carcinoma,7.819
TCGA-GD-A3OQ-01,TCGA,Bladder Urothelial Carcinoma,Primary Tumor,Bladder Urothelial Carcinoma,10.18
TCGA-BP-4789-01,TCGA,Kidney Clear Cell Carcinoma,Primary Tumor,Kidney Clear Cell Carcinoma,5.364
GTEX-WYJK-2526-SM-4ONDF,GTEX,Stomach,Normal Tissue,Stomach,4.324
TCGA-24-2023-01,TCGA,Ovarian Serous Cystadenocarcinoma,Primary Tumor,Ovarian Serous Cystadenocarcinoma,8.906
TCGA-DJ-A13T-01,TCGA,Thyroid Carcinoma,Primary Tumor,Thyroid Carcinoma,9.396
TCGA-QR-A6GT-01,TCGA,Pheochromocytoma & Paraganglioma,Primary Tumor,Pheochromocytoma & Paraganglioma,-6.506
GTEX-RNOR-0011-R5A-SM-2TF4J,GTEX,Brain - Caudate (Basal Ganglia),Normal Tissue,Brain - Caudate (Basal Ganglia),0.3573
GTEX-11P82-0726-SM-5PNYL,GTEX,Stomach,Normal Tissue,Stomach,-1.392
GTEX-11I78-2426-SM-5A5K9,GTEX,Muscle - Skeletal,Normal Tissue,Muscle - Skeletal,-2.727
GTEX-Y111-0006-SM-4SOIO,GTEX,Whole Blood,Normal Tissue,Whole Blood,-4.035
TCGA-HC-7210-01,TCGA,Prostate Adenocarcinoma,Primary Tumor,Prostate Adenocarcinoma,8.738
GTEX-145MO-1426-SM-5Q5BS,GTEX,Esophagus - Mucosa,Normal Tissue,Esophagus - Mucosa,7.992
K-562-SM-5J1MB,GTEX,Cells - Leukemia Cell Line (Cml),Cell Line,Cells - Leukemia Cell Line (Cml),-2.548
TCGA-CJ-4923-01,TCGA,Kidney Clear Cell Carcinoma,Primary Tumor,Kidney Clear Cell Carcinoma,3.493
TCGA-ES-A2HT-11,TCGA,Liver Hepatocellular Carcinoma,Solid Tissue Normal,Liver Hepatocellular Carcinoma,4.064
TCGA-4V-A9QN-01,TCGA,Thymoma,Primary Tumor,Thymoma,5.187
TCGA-06-5416-01,TCGA,Glioblastoma Multiforme,Primary Tumor,Glioblastoma Multiforme,-1.994
GTEX-XMK1-2426-SM-4B66I,GTEX,Nerve - Tibial,Normal Tissue,Nerve - Tibial,2.202
TCGA-EJ-7797-11,TCGA,Prostate Adenocarcinoma,Solid Tissue Normal,Prostate Adenocarcinoma,6.861
TCGA-98-A538-01,TCGA,Lung Squamous Cell Carcinoma,Primary Tumor,Lung Squamous Cell Carcinoma,7.147
GTEX-QMR6-0005-SM-32PKY,GTEX,Whole Blood,Normal Tissue,Whole Blood,-9.966
GTEX-X638-0005-SM-47JX6,GTEX,Whole Blood,Normal Tissue,Whole Blood,-3.171
GTEX-14753-0626-SM-5Q5CY,GTEX,Testis,Normal Tissue,Testis,-0.0277
GTEX-OXRL-0326-SM-447BG,GTEX,Heart - Left Ventricle,Normal Tissue,Heart - Left Ventricle,-3.816
TCGA-HT-7684-01,TCGA,Brain Lower Grade Glioma,Primary Tumor,Brain Lower Grade Glioma,-1.117
GTEX-1314G-0005-SM-5NQ9O,GTEX,Whole Blood,Normal Tissue,Whole Blood,-6.506
TCGA-AN-A0AJ-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,7.07
GTEX-QEL4-0626-SM-3GIJM,GTEX,Muscle - Skeletal,Normal Tissue,Muscle - Skeletal,-4.035
GTEX-WVLH-0008-SM-4MVPD,GTEX,Cells - Transformed Fibroblasts,Cell Line,Cells - Transformed Fibroblasts,1.824
TCGA-ET-A3BO-01,TCGA,Thyroid Carcinoma,Primary Tumor,Thyroid Carcinoma,8.365
TCGA-B6-A0IC-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,6.902
TCGA-EB-A5VV-06,TCGA,Skin Cutaneous Melanoma,Metastatic,Skin Cutaneous Melanoma,0.0014
TCGA-2G-AAGY-05,TCGA,Testicular Germ Cell Tumor,Additional - New Primary,Testicular Germ Cell Tumor,2.814
TCGA-KP-A3W0-01,TCGA,Uterine Corpus Endometrioid Carcinoma,Primary Tumor,Uterine Corpus Endometrioid Carcinoma,8.913
TCGA-CV-6436-01,TCGA,Head & Neck Squamous Cell Carcinoma,Primary Tumor,Head & Neck Squamous Cell Carcinoma,5.432
GTEX-TKQ2-0826-SM-33HB6,GTEX,Muscle - Skeletal,Normal Tissue,Muscle - Skeletal,-2.826
GTEX-TSE9-0011-R9A-SM-3DB7Q,GTEX,Brain - Spinal Cord (Cervical C-1),Normal Tissue,Brain - Spinal Cord (Cervical C-1),-1.938
TARGET-50-PAKMSV-01,TARGET,Wilms Tumor,Primary Solid Tumor,Wilms Tumor,4.013
TCGA-EJ-7782-01,TCGA,Prostate Adenocarcinoma,Primary Tumor,Prostate Adenocarcinoma,8.435
TCGA-HW-8322-01,TCGA,Brain Lower Grade Glioma,Primary Tumor,Brain Lower Grade Glioma,-1.086
TCGA-BP-4159-01,TCGA,Kidney Clear Cell Carcinoma,Primary Tumor,Kidney Clear Cell Carcinoma,4.299
TARGET-10-PAPHEK-03,TARGET,Acute Lymphoblastic Leukemia,Primary Blood Derived Cancer - Peripheral Blood,Acute Lymphoblastic Leukemia,-5.012
TCGA-Q1-A6DT-01,TCGA,Cervical & Endocervical Cancer,Primary Tumor,Cervical & Endocervical Cancer,6.275
TCGA-KN-8424-11,TCGA,Kidney Chromophobe,Solid Tissue Normal,Kidney Chromophobe,7.475
TCGA-CF-A8HY-01,TCGA,Bladder Urothelial Carcinoma,Primary Tumor,Bladder Urothelial Carcinoma,9.245
TCGA-CC-5262-01,TCGA,Liver Hepatocellular Carcinoma,Primary Tumor,Liver Hepatocellular Carcinoma,-0.4719
GTEX-RVPU-0011-R11A-SM-2XCAF,GTEX,Brain - Cerebellar Hemisphere,Normal Tissue,Brain - Cerebellar Hemisphere,-2.114
GTEX-X4EP-0011-R6A-SM-3P629,GTEX,Brain - Nucleus Accumbens (Basal Ganglia),Normal Tissue,Brain - Nucleus Accumbens (Basal Ganglia),-0.1031
TCGA-AB-2965-03,TCGA,Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,Acute Myeloid Leukemia,-5.574
TCGA-ZF-A9RL-01,TCGA,Bladder Urothelial Carcinoma,Primary Tumor,Bladder Urothelial Carcinoma,7.446
GTEX-QVJO-2526-SM-4R1KB,GTEX,Vagina,Normal Tissue,Vagina,6.433
TCGA-25-1633-01,TCGA,Ovarian Serous Cystadenocarcinoma,Primary Tumor,Ovarian Serous Cystadenocarcinoma,7.921
TCGA-25-2396-01,TCGA,Ovarian Serous Cystadenocarcinoma,Primary Tumor,Ovarian Serous Cystadenocarcinoma,8.119
TCGA-OL-A66L-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,7.66
TCGA-BH-A0DO-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,7.798
TCGA-MT-A51W-01,TCGA,Head & Neck Squamous Cell Carcinoma,Primary Tumor,Head & Neck Squamous Cell Carcinoma,7.109
TCGA-H6-A45N-01,TCGA,Pancreatic Adenocarcinoma,Primary Tumor,Pancreatic Adenocarcinoma,8.696
TCGA-HC-A8CY-01,TCGA,Prostate Adenocarcinoma,Primary Tumor,Prostate Adenocarcinoma,7.955
GTEX-WYVS-0004-SM-4ONDT,GTEX,Cells - Ebv-Transformed Lymphocytes,Cell Line,Cells - Ebv-Transformed Lymphocytes,-0.9686
GTEX-ZZPU-0726-SM-5N9C8,GTEX,Pancreas,Normal Tissue,Pancreas,5.751
TCGA-FK-A4UB-01,TCGA,Thyroid Carcinoma,Primary Tumor,Thyroid Carcinoma,7.346
TCGA-DM-A28E-01,TCGA,Colon Adenocarcinoma,Primary Tumor,Colon Adenocarcinoma,9.109
TCGA-S9-A6U9-01,TCGA,Brain Lower Grade Glioma,Primary Tumor,Brain Lower Grade Glioma,-2.826
TCGA-5R-AA1C-01,TCGA,Liver Hepatocellular Carcinoma,Primary Tumor,Liver Hepatocellular Carcinoma,-1.685
TCGA-CK-6747-01,TCGA,Colon Adenocarcinoma,Primary Tumor,Colon Adenocarcinoma,9.497
GTEX-12WSB-0326-SM-5GCP4,GTEX,Muscle - Skeletal,Normal Tissue,Muscle - Skeletal,-2.114
GTEX-Y8DK-0011-R3A-SM-4RTW5,GTEX,Brain - Anterior Cingulate Cortex (Ba24),Normal Tissue,Brain - Anterior Cingulate Cortex (Ba24),-1.47
TCGA-W5-AA2I-01,TCGA,Cholangiocarcinoma,Primary Tumor,Cholangiocarcinoma,6.851
TCGA-CJ-5680-01,TCGA,Kidney Clear Cell Carcinoma,Primary Tumor,Kidney Clear Cell Carcinoma,7.684
TCGA-34-5234-01,TCGA,Lung Squamous Cell Carcinoma,Primary Tumor,Lung Squamous Cell Carcinoma,6.349
TCGA-EJ-7786-11,TCGA,Prostate Adenocarcinoma,Solid Tissue Normal,Prostate Adenocarcinoma,8.179
TCGA-3U-A98I-01,TCGA,Mesothelioma,Primary Tumor,Mesothelioma,-0.0425
GTEX-13IVO-2926-SM-5L3CZ,GTEX,Brain - Cortex,Normal Tissue,Brain - Cortex,-1.639
TCGA-CV-7097-01,TCGA,Head & Neck Squamous Cell Carcinoma,Primary Tumor,Head & Neck Squamous Cell Carcinoma,6.436
GTEX-11PRG-0326-SM-5GU53,GTEX,Muscle - Skeletal,Normal Tissue,Muscle - Skeletal,-2.727
